Year,StationID,TMin,TMean,TRange,DOMin,DOMean,DORange,TMax,DOMax
2011,4AROA140.66,0.08609799138423212,0.10345832252037168,0.03294233663777444,-0.08544921368142414,-0.05719707271500487,0.06919084444905797,0.11904032802200652,-0.016258369232366298
2013,4AROA140.66,0.0919337134434877,0.10626970366922657,0.047180591110076796,-0.06859960437514545,-0.05275488713055625,0.05195194321619731,0.13911430455356452,-0.016647661158948123
2015,4AROA140.66,0.06707688103479688,0.08336728001457468,0.028968846784478062,-0.07471306248861356,-0.0496622335580252,0.06493077063217345,0.09604572781927491,-0.009782291856440138
2017,4AROA140.66,0.08347743767750081,0.08281658251814454,8.772483433259648e-4,-0.06723019880088356,-0.0555625591669296,0.03398627327232565,0.08435468602082678,-0.033243925528557906
2018,4AROA140.66,0.08514048716738667,0.09568742512796312,0.020092387555813693,-0.07819072857298436,-0.04747373579700097,0.07771172904490509,0.10523287472320039,-4.789995280792618e-4
2019,4AROA140.66,0.08154789304096749,0.0986582416202871,0.04804180441059547,-0.07940913085324522,-0.05241408963468229,0.07988806126292004,0.12958969745156296,4.789304096749161e-4
2021,4AROA140.66,0.07941892255288636,0.09555985568304047,0.033740812119039086,-0.07996750627465042,-0.05407988974542847,0.07542555575475081,0.11315973467192542,-0.004541950519899304
2022,4AROA140.66,0.07459772693285478,0.09621388515029158,0.0484944668760281,-0.07142216240466573,-0.057140309555854675,0.051698070883804376,0.12309219380888292,-0.0197240915208614
2023,4AROA140.66,0.11544370860927151,0.11544370860927151,0,0.0045619678334910116,0.0045619678334910116,0,0.11544370860927151,0.0045619678334910116
2003,4AROA145.34,0.10740127036730183,0.1198609500138083,0.03428610880972106,-0.04308202154101072,-0.03403949185307849,0.03545981772990893,0.14168737917702287,-0.00762220381110191
2006,4AROA145.34,0.0744942973961696,0.08523870238863784,0.029648160103292433,-0.07906176027544654,-0.045482623197761966,0.07076608564665378,0.10414245749946205,-0.008295674628792845
2011,4AROA145.34,0.09062645974983131,0.111142315876888,0.04105205792287333,-0.07941817615612187,-0.04692884206155602,0.06751440286500233,0.13167851767270458,-0.01190377329111919
2013,4AROA145.34,0.10467263982623536,0.11874899154448838,0.043768908540842436,-0.06925374292141803,-0.041911721355984824,0.0599513226281902,0.14844154836707785,-0.009302420293227823
2015,4AROA145.34,0.0701767170705047,0.08106039351430132,0.01900983785753327,-0.06844780470030977,-0.043494625614866105,0.05785297868464199,0.08918655492803786,-0.010594826015668352
2017,4AROA145.34,0.08588750394446201,0.08453786683496378,-0.0014026506784474626,-0.059759387819501415,-0.043152650678447445,0.04452429788576837,0.08448485326601451,-0.015235089933733029
2018,4AROA145.34,0.0961529386140052,0.10286483101608165,0.011240606962645661,-0.05416560787018552,-0.03084589973499784,0.05878099248557012,0.10739354557665083,0.004615384615384593
2019,4AROA145.34,0.08626061848767629,0.10172109469807931,0.04858392266811732,-0.07933820144788048,-0.04852100682093985,0.07659015776038834,0.13484454115579367,-0.002748043687492109
2021,4AROA145.34,0.0777897543922553,0.09074439763356046,0.03663006453926138,-0.08511339189673713,-0.053465041233416985,0.07452760846181426,0.11441981893151672,-0.010585783434922905
